"id";"Titulo";"anoLetivo";"avaliacaoProposta";"coorientador";"dataEstado";"dataProposta";"descricao";"entidade";"estado";"idGrupo";"idtfc";"motivoRecusa";"numeroInscricoes";"orientador";"orientadorProposto";"preponente";"semestre";"tecnologias"
189;Plugin Drop-Project v2;"2020";;;"2022-10-07";"2022-10-07";"Estâ a ser desenvolvimento um plugin para interacção com o DP a partir do IntelliJ. Neste momento o plugin jâ permite fazer as submissões a partir do IDE. Pretende-se melhorar este projecto, através de:
- testes com utilizador (em aula) para identificar pontos de melhoria (da GUI e não só);
- acrescentar funcionalidades para Professor (p.e. um Professor pode querer ir buscar uma submissão feita por um aluno para o seu próprio computador);
Serâ dada preferência a trabalhos individuais.";;Publicado;;DEISI189;;0;p4453;;p4453;0;
191;DEISI ASK;"2020";Aceite;;"2022-10-07";"2022-10-07";Pretende-se criar uma plataforma de esclarecimentos de duvidas entre os alunos. Em semelhança com o piazza (https://piazza.com/class) queremos criar foruns e subforuns de dúvidas dadas pelos alunos, que possam ser respondidas tanto por alunos como docentes. Iremos criar um sistema de votação para que seja mostrada a resposta que mais alunos achem correta. Outra das funcionalidades passa por criar pequenas salas de video+voz para esclarecimento/aulas de grupo.;10;Publicado;58;G191;;0;p5932;p5932;a21901521;0;
192;Rede colaborativa inter-organizacional;"2020";;;"2022-10-07";"2022-10-07";As redes não só ajudam os agentes a atingir massa crítica e económica de escala, mas também a abranger mercados maiores e mais diversificados, o que não aconteceria se os mesmos agentes trabalhassem isolados. Pretende-se criar redes fortes e motivar a inovação, assim, propõe-se a articulação de uma rede de atores.;;A Aguardar Atribuição;;DEISI192;;0;p3478;;p3478;0;
193;Plataforma para jogos didâticos destinados a crianças;"2020";Recusado;;"2022-10-07";"2022-10-07";"Pretende-se desenvolver uma plataforma para criação e execução de jogos didâticos destinados a crianças (p.e. identificação de objetos,cores,palavras,etc.).
Este projecto jâ se encontra com o Prof. Bruno Cipriano como orientador.";10;Recusado;;Aluno193;Aluno não cumpriu ECTS minimos para inscrição em TFC;0;p4453;p4453;a22006194;0;
194;MyProfHelper;"2020";Aceite;;"2022-10-07";"2022-10-07";"Pretende-se desenvolver uma plataforma web auxiliar na avaliação dos alunos. Deverâ ser possível marcar as presenças dos alunos, constituir grupos, criar avaliações de grupo ou individuais. Finalmente, a plataforma deverâ permitir exportar as pautas em vârios formatos como xls, csv ou pdf.

Este trabalho serâ orientado pelo Professor Miguel Tavares";10;Publicado;;Aluno194;;0;p5502;p5502;a21700052;0;
195;App Mobile para Registo de Notas de Campo;"2020";;;"2022-10-07";"2022-10-07";Esta aplicação móvel terâ como objetivo auxiliar no registo de notas de campo que agora são efetuadas em papel. A aplicação enviarâ estes registos para um servidor que irâ reter todos estes dados. A aplicação deve também funcionar em modo offline para a eventualidade de não se conseguir ligar ao servidor.;46;Publicado;;DEISI195;;0;p5502;;p5502;0;
196;Machine Learning e a interoperabilidade com RPA (Robotic Process Automation);"2020";;;"2022-10-07";"2022-10-07";"Os estudantes deverão desenvolver algorítmicos da aprendizagem automâtica, assim como técnicas de resolução dos desafios apresentados por cada conjunto de dados, adequados para cada problema e aplicar os algoritmos a novos conjuntos de dados. Este sistema deverâ operar em conjunto com sistemas de Robotic Process Automation (RPA) fornecendo dados para a tomada de decisão. Apresentação de um POC elaborado com recurso a um sistema de ML em conjunto com um RPA (UiPath; Blueprism; etc. / open source)";62;A Aguardar Atribuição;;DEISI196;;0;p901798;;p901798;0;
197;Chat / Voice e a interoperabilidade com Robotic Process Automation (RPA) ;"2020";;;"2022-10-07";"2022-10-07";"Os estudantes deverão desenvolver um sistema de chatbot que recorra a NLP/IA, recorrendo a uma framework à sua escolha. Este sistema deverâ operar em conjunto com sistemas de Robotic Process Automation (RPA) fornecendo dados com os quais estes irão interagir. Apresentação de um POC elaborado com recurso a um Chatbot a trabalhar em conjunto com um RPA (UiPath; Blueprism; etc. / open source)";62;A Aguardar Atribuição;;DEISI197;;0;p901798;;p901798;0;
198;Pandora - Yet Another Automated Assessment Tool;"2020";;;"2022-10-07";"2022-10-07";"O Pandora é uma ferramenta de avaliação automâtica desenhada para correr testes de input/output sobre código C. Pretende-se com este trabalho expandir as funcionalidades desta plataforma. Algumas das novas funcionalidades são:  
Geração automâtica de testes input/output
Geração e avaliação de testes unitârios
Melhorar o interface de administração;
";;Publicado;;DEISI198;;0;p5403;;p5403;0;
199;Android Walk Test App;"2020";;;"2022-10-07";"2022-10-07";Desenvolvimento de um aplicativo Android que permita colectar medições da rede móvel celular (drive tests). As medições são armazenadas temporariamente no dispositivo móvel e enviadas para a plataforma Metric ( https://metric.pt/ ), SaaS para planeamento de redes móveis da Multivision. Existe um Minimum Viable Product ( shorturl.at/euHLP ) que serâ expandido com novas funcionalidades tais como visionamento de informação georeferenciada num mapa que aumente a consciência do utilizador na rede.;63;Publicado;;DEISI199;;0;p6069;;p6069;0;
200;Plataforma de Gestao da Federação de Andebol;"2020";;;"2022-10-07";"2022-10-07";Desenvolvimento de plataforma de gestão de equipas, jogos, campeonatos, torneios, etc. da Federação Portuguesa de Andebol. Pretende-se estruturar um novo modelo tecnológico e automatizado de toda a atividade desportiva.;64;Publicado;;DEISI200;;0;p3113;;p3113;0;
202;Robot de reconhecimento de espaços;"2020";;;"2022-10-07";"2022-10-07";"Pretende-se desenvolver um robot que consiga mapear o espeço envolvente, identificando obstâculos 
O material serâ disponibilizado pelo orientador.
Trabalho jâ atribuído";;Publicado;;DEISI202;;0;p2703;;p2703;0;
203;Data Science em Gastronomia Computacional;"2020";;;"2022-10-07";"2022-10-07";"Gastronomia Computacional é um campo científico emergente que alia as Ciências Informâticas e o Big-Data.
A importância da Gastronomia Computacional é diversa: desde a sua utilização em impressoras 3D na impressão de alimentos, ao turismo e à inspiração do processo criativo de um Chef.
Este projeto tem como objetivo que o aluno colabore com investigadores do Copelabs e ISMAT no desenvolvimento científico e informâtico de uma plataforma Web direcionada para a Gastronomia Portuguesa e Turismo.";65;Publicado;;DEISI203;;0;p4492;;p4492;0;
204;InstaScraper;"2020";Recusado;;"2022-10-07";"2022-10-07";Hoje em dia qualquer negócio usa o Instagram para marketing. Sendo uma das maiores redes sociais do mundo com cerca de 1 bilião de utilizadores diârios, tornando difíÂ­cil um empreendedor destacar o seu produto/empresa. O bom uso de hashtags é fundamental para isso acontecer. InstaScraper usa um web scraper para extrair e analisar quais os melhores hashtags usados pela concorrência, seleccionando e compilando as melhores opções para uma maior visibilidade de cada publicação na plataforma.;10;Recusado;66;G204;Proposta não validada com orientador;0;p5403;p5403;a21904353;0;
205;Assistente de Prognósticos Desportivos;"2020";Aceite Com Modificações;;"2022-10-07";"2022-10-07";"Este aplicativo de apoio aos ""Punters"" semi-profissionais, pretende responder a uma maior procura de ferramentas do género no mercado.
A ideia é automatizar um processo, que consiste num conjunto de modelos preditivos(poisson) que em conjunto com estratégias de gestão de banca e ""follow up"" no estado do mercado indica qual os prognosticos + lucrativos e avisa-nos.
O mercado das apostas desportivas é + simples que os financeiros normais sendo possível ter retornos > 10% p/ mês. ";10;Publicado;;Aluno205;A descrição do tema é pouco claro quanto a funcionalidades e tecnologias a utilizar. Deve ser feito um trabalho de detalhe neste âmbito jâ para a primeira entrega demonstrando que o esforço do TFC é adequado;0;p3478;p3478;a21906962;0;
206;Plataforma de Pontuação para Ginâstica Artística ;"2020";Aceite;;"2022-10-07";"2022-10-07";Plataforma para integrar nas competições de ginâstica Artística permitindo ter um registo dos participantes, juizes, local da prova e entre outras informações que fossem relevantes, com funcionalidade dos juizes terem a capacidade de registar os resultados dos atletas nos diferentes aparelhos em tempo real. A plataforma teria também um modo de apresentação de resultados. Adicionalmente os atletas também poderiam consultar resultados.;10;Publicado;;Aluno206;;0;p2357;p2357;a21805677;0;
207;Gestão de Portfólio de Projetos e Releases;"2020";;;"2022-10-07";"2022-10-07";"Numa empresa existem inúmeras iniciativas de projetos de IT e pedidos de novos requisitos é sempre complexo o processo de controlar, recomendar e decidir quais serão implementados. Os recursos humanos e financeiros são sempre limitados, sendo o papel de um PMO cada vez mais importante.
O objetivo deste trabalho tem como foco as atividades de Gestão e Planeamento de Projetos e de Construção, Controle e Execução de Releases da empresa a realizar pelo PMO e realização de protótipo.";;Publicado;;DEISI207;;0;p2;;p2;0;
208;Chatbot inteligente para implementar sistema de recomendações ;"2020";;;"2022-10-07";"2022-10-07";O objetivo de este TFC é apoiar ao aluno/a na sua formação na ârea de chatbots, especificamente chatbots que usam algum mecanismo inteligente recomendar acções a tomar num contexto dado. Neste projeto usamos dados recolhidos no âmbito de conversas entre jovens online. O chatbot irâ recomendar a tomadores de decisão que intervenções educativas poderão reforçar boas prâticas nas interações online. Os dados a serem utilizados são dados simulados para testes gerados a partir de dados reais.;;Publicado;;DEISI208;;0;p5265;;p5265;0;
209;Implementação de Integração de Dados da Federação de Andebol;"2020";;;"2022-10-07";"2022-10-07";Desenvolvimento de plataforma de integração de dados e gestão de ficheiros. Pretende-se estruturar um novo modelo tecnológico e automatizado de toda a atividade desportiva.;66;Publicado;;DEISI209;;0;p3113;;p3113;0;
210;Integração de avaliação na Aplicação MentHA;"2020";;;"2022-10-07";"2022-10-07";Integrar a avaliação na aplicação MentHA. Deverâ  integrar as perguntas e cotações das vârias partes do protocolo. Deverâ ser implementada a cotação automâtica de respostas de escolha múltipla assim como o regiso manual nas restantes. O modelo de dados devera espelhar a estruturação do Protocolo em Parte  area de avaliação  teste  dimensão  pergunta. Um relatório deverâ apresentar as cotações de forma grâfica, recorrendo a dashboards.;60;publicado;;DEISI210;;0;p6069;;p6069;0;
211;Plataforma de Monitorização de Impressoras 3D de Construção de Casas;"2021";;;"2022-10-07";"2022-10-07";Plataforma de gestão e monitorização de IoT de Impressoras 3D de construção de casas, usando sensores e arduinos. Projeto no âmbito de parceria com empresa Youcoders, no âmbito do Seed Funding da Universdade Lusófona;55;Publicado;;DEISI211;;0;p3113;;p3113;0;
212;Buddy abroad - Front End;"2021";;;"2022-10-07";"2022-10-07";"Fusão de Tinder +Uber para Guias Turisticos
Desenvolvimento de interface app mobile e Web de Gestão de plataforma para a criação de novo modelo de guias turísticos. Conceitos: 
1- qualquer um pode ser guia turistico, tal como qualquer um pode conduzir um taxi para a Uber; 
2- fundamental fazer o match entre os desejos de visita de um turista com o perfil adequado de conhecimentos turísticos do guia, tal como o Tinder faz a junção de pessoas com os mesmos gostos";53;Publicado;;DEISI212;;0;p5932;;p3113;0;
213;Buddy abroad - Back End;"2021";;;"2022-10-07";"2022-10-07";"Fusão de Tinder +Uber para Guias Turisticos
Desenvolvimento de interface de plataforma para a criação de novo modelo de guias turísticos. Conceitos: 
1- qualquer um pode ser guia turistico, tal como qualquer um pode conduzir um taxi para a Uber; 
2- fundamental fazer o match entre os desejos de visita de um turista com o perfil adequado de conhecimentos turísticos do guia, tal como o Tinder faz a junção de pessoas com os mesmos gostos";53;Publicado;;DEISI213;;0;p5932;;p3113;0;
214;BestRide - Front End;"2021";;;"2022-10-07";"2022-10-07";"Desenvolvimento de interface app mobile e web de gestão de plataforma de Gestão de Tuk Tuk. Conceitos: 
1- Um turista pode escolher roteiros de viagens
2- Um condutor de tuk tuk define roteiros, recebe pagamentos
3- Plataforma retém fee de comissão
4- Plataforma Web de gestão de turistas e condutores
";53;Publicado;;DEISI214;;0;p3113;;p3113;0;
215;Content Marketplace platform;"2021";;;"2022-10-07";"2022-10-07";"Lançamento de Prototipo desenvolvido em TFCs de anos anteriores (2019 - anâlise de requisitos; 2020 - prototipagem) de plataforma de gestão entre jornalistas, redatores e outros produtores de conteúdos (artigos, casos de sucesso, datasheets, etc.) e empresas de TI que necessitam de garantir a disponibilização de conteúdos sobre as suas temâticas, produtos ou serviços. Funcionalidades futuras: disseminar conteúdo de redes sociais ser aprovado, disseminar diretamente em vârias redes sociais.";67;Publicado;;DEISI215;;0;p3113;;p3113;0;
216;Acompanhamento nutricional em farmâcias;"2021";;;"2022-10-07";"2022-10-07";"Em colaboração com o Departamento de Ciências Farmacêuticas, pretende-se desenvolver uma aplicação web para registo e monitorização de dados clínicos associados a utentes farmacêuticos que estejam a seguir um programa nutricional. O trabalho inclui uma fase inicial de levantamento de requisitos com base em focus groups envolvendo farmacêuticos, nutricionistas e pacientes. O objetivo é produzir uma aplicação piloto que serâ utilizada por 2 ou 3 farmâcias.
Nota: Este TFC jâ estâ atribuído";68;Publicado;;DEISI216;;0;p4997;;p4997;0;
217;Site DEISI;"2021";;;"2022-10-07";"2022-10-07";Anâlise e reformulação do site institucional do DEISI. Anâlise de usabilidade e SEO. Anâlise de CMS que suportem o site. Reformulação da arquitetura de navegação. Inclusão de pâginas dinâmicas construídas a partir de uma BD. Ligação a APIs externas (ex: Linkedin, Github).;;Publicado;;DEISI217;;0;p4997;;p4997;0;
218;Gestão de centros de investigação;"2021";;;"2022-10-07";"2022-10-07";Continuação do desenvolvimento de uma uma aplicação web com a responsabilidade de gerir toda a informação dos investigadores de um centro de investigação: equipa de investigadores, atividades desenvolvidas, publicações, etc. Este desenvolvimento estâ integrado num projecto do CeiED (Centro de Estudos Interdisciplinares em Educação e Desenvolvimento), mas pretende-se que seja alargado a outros centros no futuro.;69;Publicado;;DEISI218;;0;p4997;;p4997;0;
219;App4SHM 2.0;"2021";;;"2022-10-07";"2022-10-07";"Pretende-se evoluir uma aplicação Android nativa (Kotlin) que mede a integridade de uma estrutura (ex: ponte) através de leituras do acelerómetro e processa esses dados através de algoritmos de machine learning. Novas funcionalidades: versão em iOS, sincronização de vârios dispositivos; utilização de docker; melhorias diversas. Este trabalho estâ inserido num projecto de investigação do Departamento de Engenharia Civil.
Um dos alunos deve possuir um Mac (para desenvolvimento iOS)";70;Publicado;;DEISI219;;0;p4997;;p4997;0;
220;Virtual Check-In;"2021";Aceite;;"2022-10-07";"2022-10-07";"Criar um website onde seja possível registar e obter informações sobre alojamento. Normalmente sem rececionista. 
Com essa informação serâ gerado um vídeo e enviado ao hóspede, com as indicações de como chegar e entrar, no alojamento, sem necessidade de presença física.
Pretende-se obter os dados das reservas dos sites normalmente conhecidos e utilizados, para personalizar os vídeos.
E um guia turístico para os hóspedes a quando da entrada no alojamento. ";10;Publicado;;Aluno220;;0;p2703;p2703;a20065449;0;
221;Acompanhamento de processos judiciais;"2021";;;"2022-10-07";"2022-10-07";"Pretende-se desenvolver uma aplicação web para recolha de informação relativa a processos judiciais e posterior obtenção de indicadores estatísticos relevantes para identificação de situações anómalas. Este projeto serâ desenvolvido em conjunto com a Faculdade de Direito e estâ inserido num projeto de investigação do programa""Fazer +"".";71;Publicado;;DEISI221;;0;p4997;;p4997;0;
222;BestRide - back End;"2021";;;"2022-10-07";"2022-10-07";"Desenvolvimento de servicos de gestão de plataforma de Gestão de Tuk Tuk. Conceitos: 
1- Um turista pode escolher roteiros de viagens
2- Um condutor de tuk tuk define roteiros, recebe pagamentos
3- Plataforma retém fee de comissão
4- Plataforma Web de gestão de turistas e condutores
";72;Publicado;;DEISI222;;0;p3113;;p3113;0;
223;Aplicação para gestão de uma AUGI e situação atual na Região da Grande Lisboa;"2021";;;"2022-10-07";"2022-10-07";Hâ muitos anos atrâs, muitos terrenos foram objeto de operações físicas de parcelamento destinadas à construção e vendidos lotes a particulares, sem existência de infraestruturas e processos de licenciamento. Foram criadas pelas Câmaras Municipais vârias AUGI (Íreas Urbanas de Génese Ilegal). Pretende-se com o presente trabalho fazer o ponto de situação nas vârias Câmaras Municipais da ârea da Grande Lisboa e desenvolver uma aplicação para fazer a Gestão da atividade de uma AUGI.;73;Publicado;;DEISI223;;0;p2;;p2;0;
224;Aplicação de geração de testes a software;"2021";;;"2022-10-07";"2022-10-07";"Para que uma aplicação cumpra os objetivos para os quais foi implementada é fundamental assegurar que ela satisfaz as necessidades e requisitos definidos. Quando se verificam atualizações ou adição de requisitos, é fundamental garantir que para além das novas funcionalidades, também as anteriores continuam a funcionar, fazendo testes de regressão.
Pretende-se com base em Use Cases desenvolver uma aplicação que gere (e opcionalmente execute) testes de aceitação e conformidade da aplicação.";;Publicado;;DEISI224;;0;p2;;p2;0;
225;PMO, Gestão de Portfólio de Projetos e Releases;"2021";;;"2022-10-07";"2022-10-07";"Numa empresa existem inúmeras iniciativas de projetos de IT e pedidos de novos requisitos. É sempre complexo o processo de controlar, recomendar e decidir quais serão implementados. Os recursos humanos e financeiros são sempre limitados, sendo o papel de um PMO cada vez mais importante.
O objetivo deste trabalho tem como foco as atividades de Gestão e Planeamento de Projetos e de Construção, Controle e Execução de Releases da empresa a realizar pelo PMO e realização de protótipo.";;Publicado;;DEISI225;;0;p2;;p2;0;
226;Plataforma de gestão de requisitos;"2021";;;"2022-10-07";"2022-10-07";"Desenvolver plataforma online para avaliação de requisitos e gestão do seu ciclo de vida seguindo modelo de AGSI (Arquitectura da Gestão de Sistemas de Informação)
As tecnologias listadas são indicativas, baseadas em desenvolvimentos anteriores, podem ser alteradas em função de avaliação de situação a realizar na 1ª fase do TFC";;Publicado;;DEISI226;;0;p2703;;p2703;0;
227;Plataforma de subscrição de serviços;"2021";;;"2022-10-07";"2022-10-07";Construção de um ecossistema colaborativo em formato crowdsourcing, destinado a entidades da Economia Social, suportado por uma plataforma de subscrição de serviços, disponibilizados em formato de partilha de tempo e operados segundo um modelo de funcionamento sem vinculo permanente entre entidades e pessoas participantes. Para este ano lectivo o objectivo é desenvolver a plataforma de publicação e subscrição de serviços, segundo as especificações do modelo conceptual produzido em TFC anterior;;Publicado;;DEISI227;;0;p2703;;p2703;0;
228;Drop-Project para Android;"2021";Aceite;;"2022-10-07";"2022-10-07";"O Drop-Project (DP) é uma ferramenta muito utilizada no curso para a realização de exercícios e projetos. Acontece que, o DP econtra-se apenas funcional para projectos Java / Kotlin que depois são mavenized (convertidos para maven). Uma vez que o Android usa o Gradle, torna-o incompatível para este tipo de projetos. O objetivo deste trabalho é fazer com que o DP seja também compativel com o Android, uma vez que seria muito útil para a cadeira de Computação Móvel.

Orientador: Miguel Tavares";10;Publicado;;Aluno228;;0;p5502;p5502;a21905661;0;
229;Combater o desperdício alimentar e 'controlar' a despensa;"2021";Recusado;;"2022-10-07";"2022-10-07";Pretende-se criar uma aplicação móvel para combater o desperdício alimentar. O objetivo é saber as datas de validade dos produtos que adquire e que tem na despensa, podendo receber notificações sobre a aproximação do fim da validade destes na altura em que desejar (um dia/uma semana/um mês antes) - sujeito a configuração pelo utilizador. Os artigos serão introduzidos e catalogados na app através do respetivo código de barras, de uma foto ou ainda manualmente. ;10;Recusado;76;G229;"O trabalho não foi discutido com o orientador proposto, que não tem disponibilidade para orientação
Podem submeter novamente o mesmo tema, mas com novo orientador, do qual devem obter aprovação prévia";0;p5617;p5617;a20076288;0;
230;Drop-Project para Android -App;"2021";Aceite;;"2022-10-07";"2022-10-07";"Este projeto tem como objetivo desenvolver uma aplicação Android que ajude nas avaliações dos projetos da disciplina de computação móvel. Permitirâ listar todos os assignments de um projeto Android no DP, compilar esses projetos, instalar as aplicações diretamente, entre outros aspetos.

Este trabalho jâ tem orientador: Miguel Tavares";10;Publicado;;Aluno230;;0;p5502;p5502;a21600035;0;
231;Plugin Drop Project - v3 (projecto individual);"2021";;;"2022-10-07";"2022-10-07";"Existe 1 plugin que permite a alunos e professores interagirem com o DP a partir do IntelliJ. O plugin tem funcionalidades em falta (ex: falta autenticação em alguns web services) que impedem o seu uso em produção. Objectivos: 1) implementar as funcionalidades em falta; 2) colocar em produção (p.e. uso em mini-testes); 3) corrigir bugs que sejam encontrados em produção. A funcionalidade (item 1) deve estar pronta no final do 1º semestre, para poder ser usado em produção no 2º semestre.";;Publicado;;DEISI231;;0;p4453;;p4453;0;
232;Plataforma de gestão de eventos - v3 (projecto individual);"2021";;;"2022-10-07";"2022-10-07";Pretende-se dar continuidade ao desenvolvimento de uma plataforma Web de gestão de eventos, que permite a pessoas com o papel de administradores a criação de eventos nos quais outras pessoas , se podem inscrever, mediante um pagamento baseado num plafond. Existem vârias funcionalidades em falta que se pretendem implementar (p.e. renovação anual do plafond, integração com LDAP). Para além disso, pretende-se converter o sistema de Mongo para uma base de dados relacional e colocar em produção.;;Publicado;;DEISI232;;0;p4453;;p4453;0;
233;Aplicação Web para transformação digital do protocolo MentHA;"2021";;;"2022-10-07";"2022-10-07";Desenvolver uma aplicação Web para a transformação digital do protocolo MENTHA (Mental Health and Aging) de avaliação neuropsicológica de pessoas mais velhas com défice cognitivo ou demência leve. O protocolo é constituído por um conjunto de testes, devendo a aplicação permitir registar avaliadores e pacientes, gerir e aplicar testes, criar relatorios e fazer anâlise comparativa de dados. Preferência a grupos com disponibilidade para trabalhar presencialmente 1-2 dias por semana no COPELABS.;74;Publicado;;DEISI233;;0;p6069;;p6069;0;
234;Aplicação Web para transformação digital do programa de estimulação cognitiva MenthaCOG;"2021";;;"2022-10-07";"2022-10-07";Desenvolver uma aplicação Web que faça a transformação digital do programa de estimulação cognitiva MenthaCOG (Mental Health and Aging) dirigido a pessoas mais velhas com défice cognitivo ou demência leve. A aplicação serâ constituída por jogos, tarefas e quizzes multimédia que incidam sobre a funcionalidade cognitiva e social. Preferência a grupos com disponibilidade para trabalhar presencialmente 1-2 dias por semana no COPELABS.;74;Publicado;;DEISI234;;0;p6069;;p6069;0;
235;Aplicação Web MenthaCare;"2021";;;"2022-10-07";"2022-10-07";Desenvolver uma aplicação Web  que faça a transformação digital do programa MenthaCare, dirigido a cuidadores de pessoas mais velhas com défices conitivos e doença mental previa. Com o objetivo de dinamizar grupos psicoeducativos de ajuda mutua, deverâ permitir criar e gerir a atividade de grupos, permitindo o registo de moderadores e cuidadores, criar eventos, forums, quizzes assim como gerir conteúdos. Dada preferência a disponibilidade para trabalhar 1-2 dias por semana no COPELABS;74;Publicado;;DEISI235;;0;p6069;;p6069;0;
236;Aplicação Web para estimação de cobertura celular de drones por sistemas de comunicações móveis 4G e 5G. ;"2021";;;"2022-10-07";"2022-10-07";Aplicação Web que estime o sinal recebido de uma estação base 4G/5G num drone em voo, considerando as características da antena, morfologia do terreno e dados vectoriais de edifícios, sendo o cenârio representado em 3D. Deverão ser aplicados modelos de propagação adequados por forma a estimar a intensidade de sinal recebido em qualquer ponto 3D em redor da antena. Preferência a grupos com disponibilidade para trabalhar presencialmente 1-2 dias/semana no COPELABS. Coorientador: Daniel Fernandes.;75;Publicado;;DEISI236;;0;p6069;;p6069;0;
237;Plataforma de gestão financeira para controlo de custos empresariais;"2021";;;"2022-10-07";"2022-10-07";WebApp para registo de vendas e custos diârios com a finalidade de produzir mapas para apoio à decisão. Aplicação serâ feita em Django.;;Publicado;;DEISI237;;0;p5403;;p5403;0;
238;Plataforma de ensino online para oficiais da federação internacional de wakeboard;"2021";;;"2022-10-07";"2022-10-07";Prototipagem de uma aplicação para ensino e avaliação online de juizes de provas de wakeboard. O projecto passa por uma identificação das tecnologias a utilizar seguido de uma fase de implementação, teste e deployment. ;76;Publicado;;DEISI238;;0;p5403;;p5403;0;
239;Aplicação móvel para avaliação de provas de wakeboard;"2021";;;"2022-10-07";"2022-10-07";Desenvolvimento de uma aplicação móvel para ser utilizada pelo juri das provas de wakeboard durante as provas.;76;Publicado;;DEISI239;;0;p5403;;p5403;0;
240;Software de câlculo para a gestão completa de uma competição de wakeboard;"2021";;;"2022-10-07";"2022-10-07";Prototipagem de uma aplicação responsâvel pela gestão de competições de wakeboard. A aplicação deverâ ser capaz de organizar os altetas em grupos (baterias) consoante a sua pontuação global e gerir as pontuações e progressões dos atletas num torneio.;76;Publicado;;DEISI240;;0;p5403;;p5403;0;
241;Parque de Estacionamento - Front End;"2021";;;"2022-10-07";"2022-10-07";Desenvolvimento de interface app mobile e Web de Gestão de plataforma no âmbito do parque de estacionamento da Universidade Lusófona.;;Publicado;;DEISI241;;0;p6115;;p6115;0;
242;Parque de Estacionamento - Back End;"2021";;;"2022-10-07";"2022-10-07";Desenvolvimento back end no âmbito do parque de estacionamento da Universidade Lusófona.;;Publicado;;DEISI242;;0;p6115;;p6115;0;
243;Parque de Estacionamento - Detector de matrículas;"2021";;;"2022-10-07";"2022-10-07";Desenvolvimento de um sistema capaz de detectar matrículas dos carros no âmbito do parque de estacionamento da Universidade Lusófona.;;Publicado;;DEISI243;;0;p6115;;p6115;0;
244;UniSpirit- Rede Social Universitâria com o objetivo de melhorar o percurso académico;"2021";Aceite;;"2022-10-07";"2022-10-07";A ideia tem como principal objetivo criar uma ligação de todos os estudantes universitârios podendo proporcionar um melhor aproveitamento ao longo do percurso académico.Através de uma Web App ou APPMobile(ainda por definir)criar uma tecnologia exclusivamente para o universitârio.Ou seja,uma tecnologia que permita ao universitârio combinar encontros de estudo para com outros universitârios criando uma troca de conexoes e conhecimento ,ect.Dentro da app teria: Meets,foruns,blogs,posts,rankings...;77;Publicado;;Aluno244;;0;p2211;p2211;a21904946;0;
245;Gestão Propostas de Financiamento Renting;"2021";Recusado;;"2022-10-07";"2022-10-07";"Plataforma de gestão  de propostas de financiamento do produto Renting. Back end com gestão dos modelos, dos serviços, dos clientes, das propostas criadas. Inclui tabelas de modelos (viaturas, motas,etc), tabelas de serviços (manutenção, viatura substituição, seguro,etc), base de clientes (part/emp) com relatorios (segmentação, scoring,etc), base de propostas (criação, seguimento,relatorios). Front end com implementação dos componentes visuais e recursos interativos do site. 
";10;Recusado;;Aluno245;Não discutido com orientador. Pode ser submetido novamente, mas necessita validação prévia de orientador.;0;p4997;p4997;a21905840;0;
246;Uma framework de consistência de estado para Redes Definidas por Software (SDNs);"2021";;;"2022-10-07";"2022-10-07";A tecnologia de Rede Definida por Software (SDN) é um método de gestão de rede que permite um planeamento dinâmico e programaticamente eficiente da mesma, a fim de melhorar o seu desempenho e monitorização. A existência nestas redes duma ferramenta que permita garantir uma comunicação fidedigna e um estado global entre os dispositivos é desejâvel. Este projeto visa propor uma estrutura de consistência de estado para proteger a rede contra a possibilidade de inconsistências de estado.;;Publicado;;DEISI246;;0;p6368;;p6368;0;
247;Encaminhamento Inteligente baseado em técnicas de Inteligência Artificial para Redes Centradas em Informação;"2021";;;"2022-10-07";"2022-10-07";O objetivo deste projeto é desenvolver um protocolo de encaminhamento baseado em Inteligência Artificial permitindo a tomada de decisões inteligente de encaminhamento em Redes Centradas em Informação.;;Publicado;;DEISI247;;0;p6368;;p6368;0;
248;Test Automation - IPA (intelligent process automation) component to support business continuity management ;"2021";Aceite;;"2022-10-07";"2022-10-07";"Desenvolvimento de um trabalho académico relacionado com componentes de IPA/RPA (Robotic Process Automation).
Este componente aplicacional irâ ser baseado nos conceitos de automação de testes baseada em identificação fluxos (process mining), definição de resultados, deployment de fluxos de testes, anâlise de resultados e data mining.";78;Publicado;;Empresa248;;0;p6255;p6255;emp78;0;
249;Test Automation - IPA (intelligent process automation) component to support business continuity management ;"2021";;;"2022-10-07";"2022-10-07";"Desenvolvimento de um trabalho académico relacionado com o desdenvolvimento de componentes de IPA/RPA (Robotic Process Automation).
Esta componente aplicacional irâ ser baseada nos conceitos de automação de testes baseada em identificação fluxos (process mining), definição de resultados, deployment de fluxos de testes, anâlise de resultados e data mining.
";78;Publicado;;DEISI249;;0;p6255;;p6255;0;
250;Aplicação mobile central de apps existentes;"2021";Recusado;;"2022-10-07";"2022-10-07";"O projeto passarâ pelo desenvolvimento de uma aplicação mobile, que interligarâ as aplicações existentes na empresa, a APP precisarâ de contar com um sistema de login com dados internos, sistema de folha de horas, chat com utilizadores, entre outras funções.
";79;Recusado;;Empresa250;duplicado do tema EMPRESA251;0;p2703;p2703;emp79;0;
